0.0033183960521608706,
0.003986089009099109,
0.00605936610725976,
0.006566390190431634,
0.007255001360371512,
0.007577840434729789,
0.009061723702581508,
0.00958447119435055,
0.01033662457046447,
0.010861828598153623,
0.01130097460192551,
0.011508555757526316,
0.01249072984476863,
0.012826641272140862,
0.013199595132342598,
0.0141528187895184,
0.01526096883221109,
0.015441135612462725,
0.015997608438914287,
0.01670832111466821,
0.018075368353138162,
0.018467344638622405,
0.020829516252934544,
0.021376460785188917,
0.022627347291076554,
0.024178594536347305,
0.026059180873010478,
0.0271644308057322,
0.031030684053941115,
0.03392364007857957,
0.04010906031189236,
0.04380217147946319,
0.04465436043467604,
0.04909532508268105,
0.05705575636088867,
0.06373013377765181,
0.06874279711167554,
0.07885093141937201,
0.08786011220497231,
0.10181879131008863,
0.15965975875921645,
0.1649825513007075,
0.2823899230690357,
0.35642353456431974,
0.5334206782018578,
43.410176466326845,
